Sorted list of BTC addresses
BTC address;Amount (Satoshi)
12qduK2uPG6iLQcvu5gyBz4Qf1H6f2cKc8;0
12qddaL1geUKUSfJhDA6HSMJ7KiMEYcyTn;0
12Qd7njVtuCDSq2hQZjmFv3oiKFJ6xxiVu;0
12QcPUBAxsSmuH5jAXVG6RHA19drFYn9mj;0
12qCJi7eRUWj1er8CDRYMNzjM4eEZJzVCa;0
11AnPQ4udpMQaXcX39psSsRD6sMfQW6Ck;0
12qcgoP8FyHJM86Aiqugwq7JCGXGKRe12w;0
12QcAm5EE6gDDwy5sKvDyhnkY7WLuEakVu;0
12Qbvsov82FTyg7pakTwvAWfj6Le7ccd9t;0
12qBnDEToXNAXJJYUvPhDwTmoYc1QcTL6x;0
12qBiACjBLeCfpgJGXhh6biKbcfvNvfzzc;0
12QB6xryy5ZUE3xxCfNVJM87AXkJRmczNf;0
12qb3tQiZ2UEjJLmyFNcYjLoUhiWMeBAqu;0
12qAZpjNqnQqZpnoGrMc2hpVM4Ljt1Fw5E;0
12qap8AZ8ZttFLSxK3fMdAcNwmTYEvU3dL;0
12Qak1ZLMGLBHG1t5Zsc1YMaufxC5GqUoz;0
11AjiJUdEB9YSHgLZUjaDdpmtubDgkeWB;0
12QafW6b4rBq8SzzHALLQf3VMM7yhL1skN;0
12qaF5mHYegET2YRyjN4S7MbvLaf6paCzd;0
12QA54V4bYPDPyDwtfP1iqTbqkWfEF9cx4;0
12Q9KEvCqujxvVGGyg2vNjyyDmTW5c2w1T;0
12Q8Xx1tnBdTRhwS9mP7V1Wz4v6g3qaTSo;0
12Q6X9m2PrbzkcxsYNZiqimwACxgavfAjS;0
12q6pKYMbuvLtSYLAeP16QdZcCNgvuiT6d;0
12q5BqLWMVQwsMmiLKPcuYDcCYypVaa6Xd;0
12Q4pXjAXrvZXLhksjZAtAmkrEDtSnc7oU;0
12Q4cyUjw4ztJkj7fuzvBs1uxqwPT1zH1Z;0
119iAMHvHfLujoe5xo1AZoBdj6xw3jn1b;0
12Q3WkpQYakTaujdcefmsFXUVEKip9JjkR;0
12Q3dqgh6GBRRQ6QBqfijoHj5VDDc79GH2;0
12Q3DBNNcmkQmX6Ewo6HWGdrtVyxoM6Cvk;0
12q2WuNn1iAoZcDJYEY3gmwuL718V6VcMq;0
12q2HYT8xqh4dLfHyD2bhzLJrKZFZq3p3d;0
12q29GEGNz4ENwv9gaa4Vtr7RoNsyZa1ig;0
12Q1ntnf2ZiHqAd6ffNjTaY57KAA6jgjrn;0
12Q16BRtJjgFXu1sEWXaZpKRD9fR7VMJKD;0
12q16aBfvuWSoLGQFMKFP4jvm12yKzZDiQ;0
12PZkKqHWHnAfPWwKwnbPodWVEJ7gJ3bmp;0
1199BXvhXQC3BAoynT71ZaNQzEMfV2F9J;0
12PZGkvfPCjaRPy3PaNzfZF8SAxVbdgCje;0
12pz5VPg65y6zrRDVDd2L87Bu8QDJ9w2AM;0
12pz5HfhTPn2E1n21u39r2JoorDg6jm5aW;0
12PyyCta5Py1dWdTqxmFUTCmtj7QYimDyf;0
12pyXeNQTMJT61CprUWi6W2uHdvEia6Sg6;0
12PYt9vDpkdooxqukH66GRrGbUcHRwuXsG;0
12pyT21AKvvUsv3Hp9KXZqHcvkVWQbgpmA;0
12PyD9xtyygsuYqwudVZhV3pLyvyG9Yde2;0
12pY7uyp1bN3erbGAFu6i7BHGbj73p7TYz;0
12Py6qFYmVpNfjPR21tV3Qnsxe8z8uFHSD;0
118X3fGovTMsHLVyXRdJ3yi9L1R7VX7C8;0
12PWWn8QsLygYUq7Z5UMXQyHAtZE7nWfbQ;0
12PWRhnekeY944pv57jwK55QMmsEspopeS;0
12PWqDyoguV42zYiN1BmvSCFzQSZyhPwRz;0
12pwp9gRvzLhoTxH5vTyJyvcv3hbTwTkvr;0
12PwGtGf6LMUaqjUifQtiHJsL2AkqjgV2W;0
12pwgQb3Hi7Wv31ScpWhNY61n2NrtVV9VU;0
12pvRLpRFU1Eq45Aacq3D4cstG5bgopZif;0
12pVkrtsJsWkHRRxtRmp9xTkmZc6zqVYKr;0
12PvKb3E6aMeCEroPqGqXT6qGvXZpTzSht;0
12pVjdzQg9icaJT3QhwSAVpTQtwEqWCNKx;0
118ik2TTm6ScpfRaLfexbqtF7291pemjS;0
12PViPd7aHjF4fLW8TQbrv7fErCJjqpasG;0
12pv9fnNgyHLahu28SiCqPzi8QwfU2J4u1;0
12pv523RtBTfV3uv839EzDsao38hzGjXCd;0
12puZQpNd8LqzrxoJSDroP7e5YAoW8WANB;0
12pUNUrUZANVTjsKPPvbCprYn7Amz8QFgj;0
12puHectUozGpdnpH42nnYNE1csgemPKr4;0
12PuaYAwGAZyEz8uvMQfE8cNRNEM357i4Z;0
12Pu81LXjRDCcdkwB3L77cZhzcvLVv4e8J;0
12PtHyXuc51S55jxRh7Rg6nimCpdhtvmJL;0
12pThSUbu8x8RobmSYKMqC9F6Jt2HEYjQP;0
1179n4cncySYfpKCv6JUjyoAJFGXjksXL;0
12PTBXsk3M5arSE7NkiBC6ZJyk8Mi9bCfg;0
12pTa7v1kh946J2XRstQ6dkZXBb9Y7iFCz;0
12pT6cCQjY3duBkWAb5weCtM5YKPHrGC7w;0
12pT35rTPm4vxFWfqseWRyEtjpxTpRdXuE;0
12pSZn459otZmJYhHEv2y3hnFJc4CUdYWF;0
12PSWz9QY7bPe3zj75WCrmNLr5zypE4y91;0
12pSwUkLWc1AurCqukauxpcJAkpRs2uGg4;0
12PsRqaPUDUe96xnKfQFuBf5DAYm3MMHPL;0
12pSqhQKmU59Hno1b65dJEts6p4eFUJuLA;0
11229SW3yYLcVXxTn5EXK9ZxNGwWcJ1Scn;0
12PsnRZ2GnfMjvgqvYDXLgTJtgyX6wqjoR;0
112iYVHN9fi4irxeKhpg3dQgWiHZ299TAr;0
116GTRUDAexBsNVM22zoFJJCG4L9rcbGjU;0
12pSJaqxVr48GdEKtamnwBE8uYhdCVaUZB;0
12pSFNgtg2WuijXeZ4N38obH7GTqwL6kaU;0
12PsEo93a62jtihKw1xiinCiUVZ1erXkEa;0
12PSdFbEWAio114pTRVSagghYpfHWfQfDE;0
12pS2zcfPeGsxCFsGZfJeyqXGXn9nUu3kY;0
12pRwFDsU4hPw1vMcm8sdhjRYMJixwaPyJ;0
12PrGumseYdDyJDQMn53DjMo7GhbrBFNLA;0
12pRG5VbDdRB4h1kcgizVa9aewGESqL5Pk;0
12pqouzRv6ixNSFVezuAMPciSkjq72sub7;0
12pQmrFLSToUAh8fxfD8oZY3c9ixTnNkWi;0
116GauLbrr6824A2Y7ppG4uTMsbktHJU8Y;0
12pqmfzHHQ7umA7QQ2Nq1xujBk24jBSYCv;0
12ppVZFzX3ZPavJ2dA8qmgoaNXc8Lhpb1v;0
12PpJHPaNfb6sxLGP7vppGyKT83UdGcMm4;0
12PoNtdoVMCbveQBqJ85cJpKAax22P8Eyw;0
12poeWHbgWtrqL2K1rdpe34aTogYjgEFdg;0
12PnjtaJEp3xxEqUqpFSQc29sYbD7To1NK;0
12PnHd449ntGpGrb5m4V3xfzSaqLhnT1Qi;0
12pnffdqypJh1GCH4Ag86H1ibqMoWtPae7;0
12pnCpNLUuQCeTcFzqjpxf1NNisM259J6d;0
12PMZX6WDSQE4UovKmvcJXm4xNiS2KQ5w2;0
116DTepr9ZMRHmHFHBPAWyPBZKz5L76bRr;0
12pMYGaeBBHZhmBpx2En8gMrZJg2Ze42BE;0
12PmqQiELjkHc74AvNLGSsFdFYK4Sr5xse;0
12pMoU1YSFrXAzcUXaZ7KcFyAymdv78FHU;0
12Pmk4s57nxPHqAfP96UY7YCooJZHeiTNK;0
12PLuqGSD2UbTGKe27rZzCPjWG5aqbBAr8;0
12PLqiG4K5Z1ZLp8Q56qdfYjcMxGBNy1VE;0
12pL5Enjog2hn88ppPL7stzSnsoFpAFwU5;0
12PL2JzZCD8tbHc8yF8PMVAozJGCa435P5;0
12PkzWkCApBEC9PYCirdmNEsWeFhfSaLia;0
12pkvyFGzX1NFMdn2Q3NwxReq4gdBPdYVq;0
116CvHfEBCejKo7DPauKpSAC1FwnprmYih;0
12PKUYgtPUZn2ZzrskpW3nYyRVNGW6Abjq;0
12PKpYj8QHjQpdQ2vQFCWiKZkd4FNfpQHR;0
12pkNE8rrSbyL9br7CsTBXju1whVs7ihCi;0
12PKghAkWmaoS76n37ftofPNjdACPrBrrB;0
12pkAt3JJQWaRVteFCndzujhB81e2VGAPE;0
12PjGwfetrh7EPXY3TfsmuamFgCpXyBEPc;0
12PjcY8X8MqVCNMbkQBFEa8xtg4uZff3Qx;0
12PjcoXzC5QaARPykC2zTbBcYkgf4AdENy;0
12pJAUSHozni7BhzVhuiKkRaomjKuGaS8A;0
12pja8voZTLUhcuN3QCKWGqJFgFdwacEsr;0
116CtpdvCAbj9D5dCm5oigK3Ggj2j764Aw;0
12PJ8b23j39xEG9EYRKvchvwatUyy7uRDs;0
12piWZ22cXDRT6pJto3T9REVn4UBwi62u7;0
12piUJrUybTcidv9quPyYGd3isMEZt42uc;0
12Pibw3SALPkENfAuz67g1KcGgRLghvd8s;0
12Pi9CfgjDhi2CFv2RQtsRNY3z6zU3d26C;0
12Pi8LnWL5rA2HghPaQXiYDpecApG5ET9d;0
12pHtsAU9SqNdKkhhEbAXUmKfnQYhjiNK7;0
12PHpTtmkQ4LJqcpPVQnVpGoxSj6MA9z55;0
12pHE9YhJuwJxv38CaSUzPesDSoF5otCjT;0
12PhdWQ9ZTuzdQdS3FejsCxhL6Zz6ub4Nh;0
116BWQSAyKMB74VHP3MP91ebYY5VLTLMNi;0
12ph5QefXBj9Kg54arCSrYTvw3KW9ky85c;0
12PgyePHnHMQAF2h6uCgUGpByRhFdksxm5;0
12pgxRn7hYuvGYAqwtej8txzNxmNhqqtfS;0
12pGXiW8pSYy3TFQjTPbZDedsAMumSM8En;0
12pGV3G4YokwJXPRNNDt3tmw1SBsqUjvmC;0
12PgumyMj1cSHwut5b7sKwxbzZNnExNjhh;0
12pGRHajTCA3JPJhVvzLkP6qJg5HTJuaaQ;0
12pGfLxBaJcPEXkukZSkz5EjWNPirYSw5R;0
12pGEYwRKzfqfqY1QcUDozn75EZmSaaVCf;0
12PfZ9PQ6yTtwT4y35MDxNFZhGK5QnM8wn;0
116BNwyQUQHevHDqh6Wg7PrKM1JX69uSzX;0
12pFyBePyp5AP6pwSnETeJ5UJANcLiw8sd;0
12pFy5q7xrbF9Tmg7JXvzaQ7XNzSFcw5vc;0
12pFkWQ3UkBQshwSEesWMD1K6jV6Mx6jTG;0
12pFAnvdoFbj7t3mb8Ggghco9kAMoToztZ;0
12PF8oSwvCASAc6kMgz5Z3jG8nT25hd1sw;0
12PEyBVC1G4yzxvy1wi5BGQEf6bNFKt3Bt;0
12PEwvgqS2yAiiYMCVvQPGtzcJqzp3EHku;0
12pdUB8gnchbfoTuK2dL5PiYVc4AL8qKBZ;0
12pdLFR2eFSQj5TQL182BgTRdNGRH2DrBb;0
12PdKoNBNB8Lvty9i9WQBSF9no8BwNW3wM;0
116BbKQ1xLnofPPfptGZwhgPgiH9XWYzAG;0
12PcQuECTizHdUaizUmQeVjY1iJoUyH2Sg;0
12pcaKKejiE2jq34qRwMe4V1weCE6iEqap;0
12Pc3xkCNgs5fomqg9WqKbMoLgMmYcBekv;0
12pBXrYA8NUk8VRiYRRfBcBiCLQWx9Bfgf;0
12pBVGzXoPmNc79c4VmAiHLYbyWNPAvkrj;0
12PbcBaAHCgn2juppqhQpikChzZjhoKcDv;0
12PBBMjP4W5Qn4himF4KUceq6dMR7wxMpC;0
12PBAveoXmtTUAsEDkMg76GBh34DEGgg7Z;0
12pB85XzpeZ8Zay5vw4nwz5qxQz2Nuhr7b;0
12pAMY8xZXMRx364kYHZPFxrQLmwR4KfeU;0
116AqREbFnV3UUJd7dpWqrA1NGePhS1zEL;0
12paMwzhAVaH34W25FzszfK3zuywZUcPDc;0
12pAMBySHZBGC6B3DLUndnEQqBwoMH2tak;0
12paePTunrxFSovRMQxiQDGhvQTHhxpcBB;0
12Pa9zNeMtT35Dt6h3LHqz1BXzjV2mQ3Gx;0
12pA4h57NxuDUXqQTpiavkrwerSXoysG57;0
12p9cH81rT6p5nkePAVAmpRnigARMbdppt;0
12p8T4j7JHHGwz19K21WbrcBoVmn8BKKBr;0
12P8SYdRTABFKqJSCqRns1zJP61EpiLEFH;0
12P8is5fVSsQS3iM4VVEBUQUsoUm23ArCU;0
12p7ZHBbHiaendj1hQNygZ2dws5zFnF6V4;0
116AEKNBnVTn7Ch7YYaahyiW1NBSj8oKdL;0
12P7oiP4bTcbJTgYvymMCLH8qFPqfjpLQo;0
12P6RBUNrsN9hTaAK1auUBJ6zqpCXbV3LP;0
12p6Grr4FjgC9xTt112oC12m9Stwo1tGJ3;0
12P5tMCzF1hZCQyidDJi6ZNSHAFyfKeXss;0
12p5Sfdcp7W4yr3Y4V9KHU3XKZnBSsEFj2;0
12p5NVLSSgahRgeeJpgwEf1oxTYW5GcY7w;0
12P5NtyK9txuAEGVcxq9CAv8VoVaLWd1Ft;0
12P5GGhfELmzxJr3z4wPVhigfthrK8vpzs;0
12P4YRJyDFimthzaaeWpEy3XKWkYGx2kTc;0
12P4KekGCgvFrHZqxBGTZqzXzvdWCL6mF8;0
112HgDPPYRj9wMPk8bG3zAyDX3T2rjAJo9;0
1169na1zvBoUAfqi66fgVPue66KcDoTys;0
12p3w9ZMVDz2DGGzZWDWHK1LRkRV8yXnww;0
12P3rP5BRS774xq3ZRe7ieRyMWP4dDCD1v;0
12p3oa9qLVUM5MC57eXUW8QvoNJ1a3dzsS;0
12P3eDHeBPZSp6Me3eFP26TpT5y5JAuAKz;0
12p3DvnNAvfEsbmYK9qs5DL2q1tXr9KvBj;0
12p373yKtcy7vL1RjrB3tyQkWApMkwktUv;0
12p2Sz5MHq4Z2TBFyCVnWnJB7Vmza6z3QT;0
12P2JtXFfeZf1VWbUAyFFk27F1zpYJmqgw;0
12oy1cnMs2SuUCNMaAUAUuFAw7GGHtNYRV;0
12oXvuebRC8358soMavr4cAYdS3D9728J4;0
1168tBQHoGsHpE6FcCBctkizXSQYioreXs;0
12oXdWMpSuUuPksfEdiHtmN1u57yX1uK4D;0
12oXbZWpuBdv1caaJCrM68W5mbYaEaxN4Z;0
12oX7xoTo2ayqzXfQBLNQLNvzQUUmUbM32;0
12owwWaimTFL2FoLepgwoy4BBfGvwPMmF9;0
12owhiFEcQQka5CDQW3mVSCnCkfc7jbGEX;0
12oW8PzpCnirvSionHp2vnyFkVTcGyVAJP;0
12oVgPWAh2iKoZPZRCKNRXw2Yhfwtk9Ejo;0
12ovAGrWgSgP7i6caUAs42ZgafE2uXKuzk;0
12ouHF6pd6kxcKnkWUCoe6Kx2MC44VG1Xx;0
12otzxvgewGT1Z4pyj1ygxwipz5CmTzmq5;0
1168iRdjkMXFnqQSDRR1xwj6FfUhTXUbeU;0
12otyutbnpXAFDxiSTheBKxMPqd5NWtTy3;0
12otYfQeCq1XqRmnwz99XaRD5byaumPGCy;0
12otSPhsyhYY4aGQ2GSzsH5Y4aaRhYiecf;0
12oSpTDzduyifCtxK8ftybPdA6kqw64uCB;0
12orPooSvCo1C3xPjd6hPxeD4x7qWaiNeP;0
12oRfrQXuT58SeoVwMYzW1FBRijebZVNSB;0
12or2apobcrtWZEyFrWkHdajck8f7LXqnA;0
12oqsqNby777CBapMcBAzCUoryHL3Z66Bx;0
12oqehrqV8yDpzvonVS93HR9DghQtWeV3o;0
12oPFfjb33KD1gcFoPhYFAVHDmbuAE3Zfb;0
1167zQ6rS3YhrDToq9eKxtfMjWXXNkmZDJ;0
12op9mWU3tWe7SnhCoqGHaDwu7rB1tAaRP;0
12ooAR95Dqw1pfdpEpEQHtw6Q1VVmupRrM;0
12oNR63QZ69Ujzedz2JWneDrrFCWA4ENmL;0
12omWGAoQUXvxrXHHyd98QQ57fyS576sKw;0
12omty2Kd72ngq7U1DJH5QCJmXrQomgwQP;0
12oMeVDK6aiqA3Eqh3ZJZ4YbZPX1jR9oEx;0
12oM1y3ibYAHoBrg9Bq9NXviCEs9JzXGMh;0
12oLzNrgANaPa1VPjP2vqDQh8fY3nPGgYq;0
12okucyPJPsAG6DdQxaiMgEXYVrnSDfeKT;0
12ok9VpXoaFA39G5MnqbwYQF93eXCWrukM;0
1166J6FLrvuz3bzhtwkLYWjyLMmSjkHYQL;0
12ojQZF7BDbn4EQw46vRE1hAxsZHBPBnfd;0
12ojfpRUpt1JsHv3YikQG8LEd7mP2mqJvD;0
12oisenyTvTzaYkUqf8eUWMoePiqeitVro;0
12oipNMxkCx6i36rMpSAG5PYyeFdyfezzU;0
12oiLX3jAnBF7HDtvZZCjQDzgnUYJuMksk;0
12oh2yxbYYXs6FSMFsJT4vcdZXqGa5uxh4;0
12ogoY9cZ5DCp91BoP7BnXjejV6Zf7Raz1;0
12ogojeatuvN615azyh4cFixn9TNDFwrpr;0
12oGJtmt1CgrJ4LF9FSvii1ensKtg7mSTY;0
12oGdeb1f4pzsDATtC3997YRAG4VKN9LBY;0
1165TUX3FsUpiBGp2c7VPCSLFNozVwMpme;0
12oFqwnNYHGcGmV8fVnSMgPbjdCP5HQPeC;0
12ofovs91g9LbmqAHD7dz8bzRRgZuy1yVX;0
12oFJ9jptVhHG6Yn2yQPz8PpiB4QnHvaur;0
12ofitXv4y7kVVw4ynZkGuK3HfUh1X7s4w;0
12oERbSUPm8f4oKQShNnAd6CPUEWhnUCEP;0
12oEpjhLH27o6YzvX95f2bjV1oWJdmgtsJ;0
12oeb5hw6QbocQGPW6hsemtkNRDYc7hnLP;0
12odmSktTDK1eshze4Wa4HnJHkr8YWU49D;0
12oCkW278u4Z8gTuU84vTq5Yj1XT6csrbf;0
12oCF1yvidujjZLeELLmP5uEMZ2dW1Mm2d;0
1165t1bhSddUKLMqGmXkwEYMX54ige5mK7;0
12ocekpP9J15DeSnXzvihED9xA9VaZ1n9N;0
12obWR56irysrRbpjagzZvC5cz1XdsjoET;0
12obvr7ofRmT9Hq3DwG76AyMzqRd2aJ9yd;0
12obJoHL2ZD39WHvQyvaJHBRKybVHF13LV;0
12oaZhQFtXKYiFuo1HBa1guWFJ6Lji2BTh;0
12oauygxo2zTDauw5eZFKvqnijbXSUnvia;0
12oaUSw2HMh1CsWFfQ4fPbc1d6YKLf34ef;0
12oaucrNbBJaNJdyMuwa9R8XWfS53QUhJm;0
12oAkb99bXahbJecfMcpSYNCB1iyZCfDUT;0
12oAcFJmLfRr3uLSbuZi8NNEqLtdg5BF6P;0
1165n1P2LQgebmLehvZnCAQs1bBDRFMdJX;0
12o9KzrqFUEGYmFMuge4Pi1pNzVvXcPpzs;0
12o9GrVfi4JoX6qthKfDoUQK6itYke4Mkk;0
12o9f4h4Zgm5PMXhdzKkupD57ixFowDGV8;0
12o7tPyRdqfa5SPBgvpXQcUHxEmBDDs6Fh;0
12o6x9ATUZ3Cqvux3uRhDFwD2D48tEMvDf;0
12o6i2w2FUENyJdvYEa8QmGiMAhGWum9N9;0
12o5seMSXuBrFE9pvHAyL7TygHkCXNQ6Vm;0
12o5GPXPNH29mEqQQXW1kjaUaeDnDeqWYq;0
12o5brhAuUEhMaDYPHD7fddYhQiwD46eRf;0
12o52iAqWeF88vDiJZ8fo1gwKbqbDg4T2i;0
1164qubxvJofxnwMM5eKprbbPidwuqeJ9j;0
12o3MhqeaNg4P5BYz3w7mTN8ybAomVe3az;0
12o3d2NUnDjpoA6U73Gm84FMEwWUqciDpB;0
12o2WX9kzEZpzYGCo4H8rFdva6uSZtnqeG;0
12o1TkejWeSNhd8nFGnrT4ndb5oi3ZuvJg;0
12o1qDGmEARLVWb8sfZ1hTqeKqJq6F6Hiy;0
12o1CduRmzq8LWgLQbELGMYT4Kpp16suMY;0
12o1ANZ1wTK1FBL1tUtUPfSDwcL2VigH9q;0
12NzUMq1rn3BcfdCHgzbWfkunoiH2ExGRz;0
12NZpz5WPRGgfKstXS3tGXpC6DyjiPBjn9;0
12NZpX3aNpKyMGhzqT6Vbjdfn74rYVn6Um;0
1164PS7C2uy2u78fGbkGpiXa65TSydRbkf;0
12nZKMYtfeZC4PRLiD8EzsxXf15WdjmNDJ;0
12Nzk2FuVJPrYNNDrMwFUxsTaWXtRy2gZ1;0
12NZBMAXAJTCMwxsnwDXPQT7zouVTnQhnx;0
12nZ6G5AgPNFr6yz8vYeyHSFeXX6dpTMAu;0
12nz54nf2ZX8bcF585gAHf4K9eEqHqhKBd;0
12NZ4SPMnGNTYBTa3ihChSY9Z23R3UktgD;0
12NYzhGcFQyVPuVXXvMwQJCXZsWUhRrW79;0
12nyYKEnhvzo6Qm4L4XihoEV47hPGcMJan;0
12nYqLpKNig1JDFcULrk7E2MStuUKYR7yF;0
12nyCVRWtAAmRKMDqQLwcZWVGbWWotvLmm;0
112HfN8TH8vYG9usdPAJEqkRDD7ZeE2b1D;0
11636oWp9DLUSibNUzHSHtagh189Vv3HqP;0
12nY41FXrUqVYoQp7PsbkWEjuGLFz4DsTb;0
12NxVv8XgSYs1iGrBQQugvLHVNw5Fj39Nv;0
12nXsjWYYVuexX2rT8MBbC3oAH9Q5StJjT;0
12nxn8uYNSzyZcVQwsUZ3BXupcEAo3g3oe;0
12nxL8izQNS39GrDJW4gZ1NWvjQFLkRxX7;0
12nxaVkm3UH5ipCZwQp97KDLj8x6BgtU48;0
12Nx9kFFSJQFyGRoMiH7qvdPxJkD18pvuV;0
12NWc1ZprT4edrDBS3xZEUrpipLG39Sgf1;0
12NWayGsEbRupP6XyYxTuJh9TuYJztoQEy;0
12NW95ruguDaZ3Ufds79NtbMYUYaXUnvWv;0
1162dhf6bBCBwMMpz6R6VPkbGjmPchg8ke;0
12nW3hAs9Q4nf11ukFPE6vegBzdVdbb733;0
12Nw1F4EnUi8uVgAqoZmLiuzTHJnKJrH2v;0
12NvZDU11M8D3z7n3SeCqdJhSfQeSAxtbf;0
12NVrmQ4zSyANfzmCXihH5T86TSoiVfjAf;0
12NVpsnXRxAY2sxqXu8LDZXcPTQyWmqUze;0
12nVoYa6RAw8KBADEsXhK8x1PL3pnsxKEM;0
12nvikH36n5Hu3duRCJdpd9m9rvEseQamB;0
12nuZSw1WLkt1UD4u7ffS4oE1k4jvSJrz6;0
12nUsfCSo3bWiYT5c5AER3jso8iHQbvXSx;0
12nUnCgYxzaxTvB6DoS7uRB5LvVckY4ZJ2;0
1161K3etgZLATYiAqgf3YGc4CHasiKHyC5;0
12nUmmjDgCxe7mxVp52GUdJ6GZdUzdz7Pm;0
12nuFPLKRZs8paQVyH1NmxsH6XEbnirpAq;0
12ntTQ3eRq5sKfTNRxnHbRLTytboPDwVEU;0
12NtSQFQTjRb7Kx5Fs9cKGchkWhjwoeztA;0
12NtmcL8agVfHcyQa4GJ4WFqN1bJLCWu24;0
12NtLsnfi8SgTwZNhJ9UM5X4AvT2vponmU;0
12nTKuDrBi1fy2cKB58JQPrYaMmhjgxqrZ;0
12NtHNdzLy987dq8VK6aqd2F28N5g8LfxT;0
12ntfTNvVCKoax9gJ5MzBPJ3aibnUVoeRs;0
12NTDNWJrb411sJU5QYeAbjPr5D7h7T7Fr;0
115zsf23vqMrhuYGKkkBytf7ZDEGm1vnJ5;0
12NtcKvtxuJ4hRwZoFBWzmJDjrZsppTBSK;0
12NTaAhZcrYtVibJpnhvK4GZWexQRTg8wK;0
12nT59EJpxWTJ4poEGo6ZsRWsBvWdFXjpV;0
12nSUqtt3ryYpsgYGAb8VcpiaFZ2KwoGtn;0
12Nsm7bS4q8sgLgihoFfsyoQWw7fvxtaGk;0
12NSLUUWfPsth3awposz7cbfYeFsvyJRSa;0
12NSGdvJeJjisZsg2nFACQhASttBPp59Lc;0
12NsBV5AM1xR9cNijQ9MaTsYrDWZvx11nS;0
12nRuMU3tYvXJ9DCete5jsdymgqjbFTc6v;0
12NRKf2MWjtZhM6e8UaYSB3qCbBokqRk7P;0
115zBXhbLvpPw9kzBXtJadUi9857cQj8wM;0
12NRJqE4pL4bKsPqHNM8EPudnu2wmMddco;0
12NQTR9z99G2qBqeXiENuh8CZnwsmxBZis;0
12NQNWHKGzsq5dLXVEzBgYLNEYiHfTxfHz;0
12NQbkpkwUrNcdTChZUMhgYzSrd11K5JrY;0
12nQ64ie8wpx9m7oLE398tSHF3yNJe3MrR;0
12npTCBcNabkjJdLfk28v8LWkaRQ4qsYsw;0
12NPQ4msVpK8HYrviYq3v5qs5er4DPJqa8;0
12NpeYGTS9HMSMAXpfK5cS4vKPKzf8vDv8;0
12nPEsWkPCAQ9fg8FhiojoHmSNTY9ZK7mm;0
12NPCDnR32v6SHqnNgGMhBuLmwKxFL2tNt;0
115ZbArMvBUy7uUPLqNfnBmFhCwsXtBx4g;0
12no56wfBt8psgnmTJdmhw1GMDUdeAXcwf;0
12nNV3JgnvcQan2PC46aY2Cru6mcxb3fBF;0
12NNUYJXcVpyPQEYeo7tvMM4jud11Nkjpp;0
12NNtGYweFULyajyBiFA7VqEcvuZV5Ecbh;0
12nnsehMQnMg5zuDbP8TgTcmcr9MB7tGtU;0
12nnru2BiBtsuX1sNb3am3og6khnKEM2iz;0
12nnnJ4ieaVQ3nyqipLn5x8x39om2wMdVV;0
12NNmm25HWLAGJEuA4WqKrAYsnMMM9P3pQ;0
12nniAvE6aQiHeu1xS7jjBiEoF71e2rirN;0
12NMZTZodKyxZu4Z32mLyvgxR8XPzgyRMe;0
115z3aUsyHdYnSV2jzvA7VwvpztHqeMo8x;0
12NmvoyJnaFEP2E61kxB938gEDxWaaExA7;0
12nmMSfnBqNbM5n4m34LD5tyMgfetLwUjp;0
12Nm9zzDAr9JDyi2MTvgChpVzV8R72ybak;0
12NLdNghtphy8uMnJw8bqVs4YRo4idGa4S;0
12nKQcAPa1SXD1LhKWL5B3Pu2u4Bb6wSZe;0
12NKpSPmXoE4SSaEMUtaEvFZfhTThkegye;0
12nkjGkve426v4Dv8t2zC5zs52PQZe1Sd9;0
12nKdmfVQRja13deivdmx6T29XJxAGyhEU;0
12nkBAPsouz1v4B1Ys79Y1eUHBZHUmaVvL;0
12nKA1Yz9UKdrBwZivjRkQN1aCqkx9guMh;0
115YSiNv9aRUbDejmCsKaehvChuTRXx41q;0
12NjWLkEXdRX4XSEqed98o2hBLrWShGv3i;0
12njreC3XUwEpM3ibvcg3xP1QVdcBLwsqy;0
12NjoiSHk88tLAZ6RYo44xwfSWZkAjugv2;0
12NJjA1EAXkwnT3wBEFiFd5bB4QuGojDte;0
12NiSJizmV364Pn6C6RbZ1QE46qvhWp9T3;0
12nirLjeQWpvF3XLkiLnjxFKmM7dmBacYG;0
12niqqCkSbwrCoBYMeLeFc9ghFQf9ahnHB;0
12nhiUSivusHtJTod73etibaMyDqbFFRsb;0
12NhDzn9UDkhSxKrqwAcwq2dMVDBCy7G8A;0
12NGne9VLg98UB8gNp4axNjUSBix7Znx7m;0
115YQa5X428dyTHfJvz1GqyVw7cJHCqFKw;0
12ngNDc1sPm63RGs8LDtkD4g6cb86NmUGG;0
12NgMGADcp2pnLnfUToyUwahBeDokbKjnv;0
12ngHmHA7cyVCL7hJ9NPSBktHDs4tpWeQe;0
12nGGBr38DCompYHUgMcRBwMHXGMkdiehW;0
12NFXH729eHbGk7PMPtV8RarJj7eQwTZ38;0
12nfTeMgfthfReUoYBbPFkgeZDbXMVWwPt;0
12NFQSB4wrFdV8NvQREN2LPgK1kqcE4kpZ;0
12NfJhofe8tpZyTX7j4HjEuvAiAjXK24Fe;0
12NffGWkPR7Z6i7LS5YXcGM2AepmtEHgyM;0
12NF6jmpU5TCRSP6pFGrbuNFAoWjUVSdEN;0
115YaQ2UoEvXhyMm4MhZwECNZmu5eP4zMd;0
